TRAIN_COST,TRAIN_TT,SM_COST,SM_TT,CAR_COST,CAR_TT,CHOICE,v_1,v_2,v_3,p_1,p_2,p_3
0.82,1.64,0.84,0.81,1.0,1.0,2.0,-2.5192807393150347,0.6571796085104691,-0.7624814384345995,0.03251435086773634,0.7791019458236078,0.18838370330865586
0.0,0.96,0.0,0.31,0.8,1.17,2.0,6.616410738362258,11.365745875401053,-0.8790029553790208,0.00858310026462344,0.9914121307347548,4.769000621694681e-06
2.52,1.82,2.81,0.71,0.92,1.9,2.0,-6.151148883517468,-2.1508540869719406,-3.525143784688266,0.0144024349362577,0.786578149838326,0.1990194152254163
0.22,0.67,0.25,0.43,0.4,0.48,2.0,4.725126670237132,6.323857735675881,4.803077418888197,0.14229162006708246,0.7038812617191669,0.15382711821375084
0.48,1.85,0.56,1.47,0.8,1.04,3.0,-1.7049653365532613,-1.008831764916086,-0.33905976505854213,0.14439907048246137,0.2896618942668471,0.5659390352506916
1.7,1.86,1.84,1.37,1.04,1.4,3.0,-5.128082360918487,-3.9143759231789357,-2.4204103277600346,0.05165218354251573,0.17385800592611853,0.7744898105313658
0.62,1.88,0.7,0.89,1.35,2.6,2.0,-2.429972022616111,0.7196823332101369,-6.080949534348866,0.04106107444263048,0.9578727445976839,0.001066180959685606
1.24,1.51,1.65,0.67,1.05,1.36,2.0,-3.2591797368703186,-0.37202354313423047,-2.3114680057267023,0.04646405643052013,0.8336679882194591,0.11986795535002066
0.43,2.37,0.48,1.47,1.3,1.3,2.0,-2.6164559358915205,-0.6211965704760671,-2.691777892969704,0.10774056690910175,0.7923360001635464,0.0999234329273519
2.84,2.93,3.3,1.64,1.8,3.51,1.0,-8.77804184165816,-6.440751860998535,-8.344100520241133,0.07754060070837696,0.8027887954207136,0.11967060387090947
2.21,1.73,2.93,0.73,1.23,1.5,3.0,-5.533322407867754,-2.394039967606366,-3.2055549729296655,0.029118595809215893,0.6722695939804214,0.2986118102103628
1.44,2.49,1.65,1.31,1.55,3.38,2.0,-6.053636627833846,-3.396795885756653,-7.7374873326693825,0.06478004549175868,0.9231930412366823,0.01202691327155882
1.01,2.01,1.22,1.31,1.56,1.7,1.0,-4.046519783412604,-2.550843731745224,-4.459386131615951,0.16328921872507787,0.7286540230372875,0.10805675823763453
0.87,1.95,0.99,0.87,1.15,1.44,2.0,-3.497821343297458,-0.10623705129961436,-2.8283427360703186,0.030612674994494635,0.9095940769429935,0.05979324806251176
0.0,1.11,0.0,0.44,0.52,0.56,2.0,5.954653480938887,9.988685976101221,3.5116846226373286,0.017368606264216473,0.9811220190032838,0.0015093747324998038
0.72,3.36,0.82,1.09,1.52,2.7,2.0,-5.610990129176649,-0.6196217088000373,-6.59537553363867,0.006733494320045121,0.9907504088597184,0.002516096820236524
2.17,1.88,2.93,0.92,1.43,1.7,2.0,-5.874823718012154,-3.4247009950447325,-4.214736530723627,0.056023857824416184,0.6493035685891487,0.29467257358643506
1.01,1.85,1.05,1.01,1.05,1.8,2.0,-3.652226908851006,-0.9410859037466908,-3.6285552579874505,0.05858097718387747,0.8814347940777104,0.05998422873841214
1.26,2.0,1.68,0.81,1.49,2.0,2.0,-4.632140822890769,-1.258286695555775,-5.100888772343308,0.03245004216360371,0.9472431986994877,0.020306759136908666
0.7,2.02,0.81,1.13,1.04,1.1,2.0,-3.0876497894769765,-0.7521388085079066,-1.3046925711889865,0.05786314521812007,0.5980005287514102,0.3441363260304698
1.46,2.75,1.65,1.06,0.96,2.08,2.0,-6.570652435187133,-2.420947389397635,-4.071431108376916,0.01305682385568831,0.8280023095659563,0.15894086657835546
0.45,1.51,0.49,1.16,1.04,1.04,2.0,-0.5876598927149972,0.42733962143018256,-1.0482260992512336,0.22777547088594569,0.6285149918157129,0.14370953729834143
1.7,2.06,1.89,1.55,0.71,1.0,3.0,-5.613901103186725,-4.56828035577165,0.15561219492533335,0.00308425954921923,0.008775224556451697,0.9881405158943292
0.79,1.64,0.97,0.64,1.36,2.21,2.0,-2.4198241173643336,1.3025495184981635,-5.321546929829246,0.023575238923814218,0.975129808400477,0.001294952675708761
1.74,0.45,2.09,0.23,1.09,0.32,3.0,1.1598882889154194,3.1916084911228273,3.8156429171533004,0.04373894481783852,0.3336054786633772,0.6226555765187842
0.22,1.59,0.25,1.21,0.13,12.0,2.0,0.7946602048901834,1.7993306874307324,-8.056999352836652,0.26801385769321473,0.7319477777356035,3.8364571181838014e-05
1.3,1.94,1.49,1.06,0.96,2.0,2.0,-4.574165749144265,-2.133302074287788,-3.8844934480188145,0.06907977852110139,0.7932399190818441,0.13768030239705442
0.39,1.38,0.52,0.8,0.64,1.1,2.0,0.17983922475227576,1.960909981118131,-0.008292505618009094,0.12878773068869664,0.7645109182858373,0.10670135102546613
1.76,1.69,1.84,1.37,1.05,2.08,3.0,-4.772807562438649,-3.9143759231789357,-4.315910211130465,0.2024855470781618,0.4777560042493663,0.31975844867247183
0.79,2.42,0.91,1.13,1.45,3.25,2.0,-4.271693058848805,-1.0649218394811348,-7.3595665219783415,0.03884278362132327,0.9593860313210141,0.0017711850576625566
0.0,0.81,0.0,0.32,0.39,0.78,2.0,7.3793086763383435,11.245258117505752,2.7792165211818185,0.020509187210219146,0.979284676806057,0.0002061359837238779
0.61,1.46,0.84,0.44,0.75,1.56,2.0,-1.1959581794669005,3.266556908273347,-2.046531223348935,0.011346555076560343,0.9838065361449257,0.004846908778513945
0.42,1.2,0.46,0.81,0.65,1.43,1.0,0.6499580798825366,2.2110088831150323,-1.2632924596663777,0.16916396993075358,0.8058674573889572,0.024968572680289187
0.76,1.86,0.84,1.25,0.96,2.21,1.0,-2.9122536970083788,-1.3148967510974283,-4.361044347040438,0.1619482316790719,0.8000175560881719,0.03803421223275612
1.06,1.93,1.12,0.5,1.2,1.7,2.0,-3.9854389806232997,1.9575755425944574,-3.7260261179130687,0.002608390703569115,0.9940106945591745,0.0033809147372565423
1.52,2.9,1.69,2.01,1.1,1.5,3.0,-6.940339891073427,-5.480086596997866,-2.8969828166105422,0.01604505863632757,0.06910687526334854,0.9148480661003239
1.69,1.96,1.94,1.52,0.68,1.95,3.0,-5.36017677356544,-4.550980169789839,-2.8438148878560847,0.0639813075831147,0.14370859098422334,0.792310101432662
1.96,2.64,2.45,1.03,1.04,1.6,3.0,-7.2079075504043635,-3.419368241132251,-3.0462260425300647,0.00914317876931599,0.40405355087658956,0.5868032703540943
1.38,1.42,1.55,1.03,0.52,1.3,3.0,-3.269677937618996,-2.1134140273587145,-0.24825378027706546,0.04048823477610688,0.12867313387545176,0.8308386313484414
2.13,2.9,2.66,1.35,2.4,3.12,2.0,-7.899066199756631,-4.9035098213495925,-8.59577899340405,0.04652309038604809,0.9302981583975422,0.023178751216409655
2.18,2.65,2.45,1.56,0.92,2.86,3.0,-7.530530887291448,-5.342368089353265,-5.485354223568384,0.05665935369488063,0.5053341459174969,0.4380065003876224
0.0,0.94,0.0,0.59,0.4,0.8,2.0,6.71165171321573,8.763073685936297,2.6062441199689674,0.11369530423996048,0.8844306220667638,0.001874073693275741
1.96,3.18,2.66,1.56,1.15,2.86,2.0,-8.107335060384731,-5.579780051029436,-6.095376995622474,0.04761724327481605,0.596303615102484,0.3560791416227001
0.6,1.61,0.65,1.52,1.04,0.8,1.0,-1.6124420207566454,-1.5490845288661212,0.13371779106991888,0.12823876717296814,0.1366265630280303,0.7351346697990015
0.61,1.25,0.71,0.49,0.7,0.88,2.0,-0.47305203541136276,3.270326804358818,0.770444190530227,0.021409521853284954,0.9043483320639268,0.07424214608278815
0.68,1.08,0.83,0.68,0.55,1.0,2.0,-0.08218811449236885,1.4600188749970047,0.8157978492557381,0.12300802786752645,0.5750497794160669,0.3019421927164067
2.45,0.57,3.26,0.35,0.91,0.6,3.0,-0.8058922445253778,0.35671555916352027,1.753523727134158,0.05838895249587158,0.18674321774115826,0.7548678297629702
0.83,2.0,0.99,0.95,1.36,2.21,2.0,-3.4919746451423803,-0.5024839095703175,-5.321546929829246,0.047537463839730204,0.9448336196760714,0.007628916484198302
0.94,1.82,1.09,0.71,1.04,2.47,2.0,-3.379288069658295,0.5317452352079489,-5.112614281754855,0.01955904709021603,0.9769849533137472,0.0034559995960366796
0.97,2.39,1.16,0.96,0.8,1.36,2.0,-4.764389497804526,-0.9846797035100391,-1.5761006316277473,0.014482210962678802,0.6343690357348916,0.3511487533024297
1.98,2.03,2.74,0.95,1.25,1.9,2.0,-5.977713579746348,-3.3753629773665046,-4.366049680150741,0.051264790854994066,0.6918400455221582,0.25689516362284776
0.88,1.5,0.97,0.64,1.2,2.21,2.0,-2.2894100242761195,1.3025495184981635,-4.973330416070984,0.026756967761465418,0.9714156681774548,0.0018273640610797798
0.0,3.92,0.0,2.78,1.04,2.1,2.0,-0.04865423417251069,1.6188038082428644,-4.335371589040564,0.15841755745108507,0.8394042030943757,0.002178239454539303
0.76,1.63,0.97,1.26,0.68,1.82,2.0,-2.2881383733446867,-1.7403994441612483,-2.5162418523029526,0.2836573389064646,0.4905395391905393,0.2258031219029961
0.84,1.64,1.18,0.66,0.72,1.12,2.0,-2.5837993549779257,0.631603994714224,-0.3989014775543118,0.028733089688472643,0.7158371945114674,0.25542971580005985
0.6,0.85,0.84,0.37,0.4,0.64,3.0,1.3264913037539503,3.9607391325444268,3.584967005599444,0.040814125137764355,0.5686562119734719,0.39052966288876356
0.73,1.95,0.94,0.91,0.76,1.12,2.0,-3.0302102311771035,-0.16741379372568446,-0.5417856245220758,0.03273031527542814,0.5731217420919622,0.39414794263260955
0.0,0.85,0.0,0.43,0.3,0.48,2.0,7.164221750919889,10.082146641161984,5.472508072830825,0.050794797024934876,0.9398486191259908,0.00935658384907433
1.01,2.1,1.37,0.74,0.72,1.82,2.0,-4.25536684779408,-0.28402026664804614,-2.6662731140269362,0.016962022488768897,0.8999358247216083,0.08310215278962291
1.89,2.0,2.66,0.63,1.08,2.1,2.0,-5.77409063985609,-1.4721383149886749,-4.438830117254072,0.012715397846563134,0.9389535521885143,0.04833104996492264
0.89,3.53,0.97,2.16,1.2,1.92,3.0,-6.4160122338232926,-4.2798000118424175,-4.30258035046804,0.05635739143787857,0.4771951964285433,0.4664474121335781
0.58,1.1,0.68,0.65,0.48,1.17,2.0,0.24537965846618037,2.1837944401544034,0.4390970239725167,0.10915264873577363,0.7583629761056616,0.13248437515856484
0.3,1.03,0.34,0.31,0.4,0.7,2.0,2.1377840320012185,6.920932252628408,3.1951592982508847,0.008106439979588912,0.9685567003371632,0.023336859683247804
1.08,1.72,1.32,0.75,0.56,1.56,2.0,-3.490725820876241,-0.23937596735063382,-1.2875416799572623,0.027871477955460022,0.7197858404527219,0.252342681591818
0.64,1.5,0.84,0.73,0.75,1.43,2.0,-1.4467028678769132,1.11727410211173,-1.6387818885283956,0.067510061941965,0.8767778228266186,0.05571211523141645
0.26,1.16,0.28,1.01,0.45,0.91,2.0,1.909395137779011,2.3809520021639026,1.7437593480010207,0.28986835595197535,0.4645103032139016,0.2456213408341231
0.19,1.72,0.23,1.33,1.04,1.04,2.0,0.7194405625613314,1.5376156522057531,-1.0482260992512336,0.2909437032962889,0.6593832171645572,0.049673079539153994
1.05,2.0,1.18,0.81,1.82,1.52,2.0,-4.128972550772364,-0.26902683643837105,-4.369106304340535,0.02030485819500605,0.9637249108520315,0.015970230952962582
1.58,2.49,1.98,1.75,1.15,1.6,3.0,-6.314670758802735,-5.2730318765908475,-3.3225719092534813,0.04208520234287925,0.11926346921963916,0.8386513284374816
0.96,1.46,1.06,0.49,1.04,0.88,2.0,-2.3982358306791562,2.1929036950570397,-0.29207125063161526,0.009274424877968094,0.914520719795988,0.0762048553260439
1.58,1.5,1.94,0.64,1.35,1.7,2.0,-3.906399526474181,-0.633323959648767,-4.053623993808045,0.03539135675857435,0.9340623555125259,0.030546287728899793
1.09,2.92,1.33,0.71,1.2,2.08,2.0,-6.048144078304206,-0.01941817623718478,-4.683717177407462,0.002380390242745157,0.9883040011080757,0.009315608649179073
0.98,2.24,1.12,0.8,1.0,2.86,2.0,-4.4816377702564365,-0.0697499979463645,-5.71187688109282,0.01194498537762515,0.9845644187950701,0.0034905958273048817
0.31,0.97,0.36,0.46,0.52,1.04,2.0,2.3365011154822763,5.228678844761699,0.7789660907969785,0.051966431741411044,0.9370865956710859,0.010946972587503054
0.36,1.46,0.42,0.49,1.1,1.1,2.0,0.10615726218976063,4.599943112631852,-1.4585724543516383,0.011029172890860769,0.9866641358862107,0.0023066912229284323
1.84,2.02,1.89,1.62,0.64,1.2,3.0,-5.745144362645316,-4.776025370336012,-0.40850604398569046,0.0047292827257629354,0.012464598916865311,0.9828061183573717
0.88,1.74,1.03,0.61,0.95,1.12,2.0,-2.9882197361519127,1.345798646561132,-1.140624786234123,0.011962492900079787,0.9121409658766806,0.07589654122323955
1.16,2.06,1.33,1.18,0.92,1.8,1.0,-4.543876271370529,-2.307323722473077,-3.2686773127505133,0.07173386313104127,0.6715009791700511,0.25676515769890756
1.11,1.47,1.21,1.15,0.48,0.9,3.0,-2.827239175627033,-1.9257991682102293,1.6341815263250163,0.011102030032594605,0.02734593762236745,0.9615520323450378
0.72,1.46,0.83,0.49,0.97,1.1,2.0,-1.6280762901357138,2.8558757889163666,-1.1145837293912186,0.010958280773106926,0.9707291445224526,0.018312574704440567
0.39,1.55,0.45,1.15,0.44,1.3,3.0,-0.36382677593005264,0.6777932456958125,0.16619723516538598,0.1807410563460998,0.5121847504344236,0.30707419321947654
1.76,1.65,1.81,1.37,0.64,1.2,3.0,-4.659808402852443,-3.8676217301288407,-0.40850604398569046,0.013623051307615795,0.03008269169892549,0.9562942569934587
0.5,2.28,0.64,1.06,0.75,1.12,2.0,-2.8030255671189446,0.16121525276039783,-0.5066975052325019,0.03298413057438161,0.6392319477221572,0.32778392170346127
0.51,3.91,0.64,2.7,0.8,2.08,3.0,-5.461067241148048,-4.244781807554027,-3.5805428370315098,0.09147815499277692,0.30870484743541327,0.5998169975718097
2.18,2.06,2.66,0.91,1.3,2.0,2.0,-6.323067437379417,-3.0954436934530163,-4.719103433510526,0.03205912977906764,0.8085202679036024,0.15942060231732996
0.48,1.08,0.56,0.57,0.52,0.91,2.0,0.8066093339371487,3.248934164870624,1.384355748563159,0.07001936849801543,0.8052048584091509,0.12477577309283376
1.1,1.63,1.46,0.8,1.2,1.36,2.0,-3.287571712930302,-0.8072548854952057,-2.6792749720036992,0.06764825331753782,0.8080616558199905,0.12429009086247164
1.56,3.75,1.72,1.4,1.72,2.9,2.0,-8.26081854860382,-3.823835043806934,-7.289570946606661,0.011342904448233812,0.9586977896259551,0.029959305925811083
0.92,2.0,1.05,0.95,1.49,1.36,2.0,-3.769094605535426,-0.6632366479726367,-3.283384227297647,0.04007422267179165,0.8947919731593809,0.06513380416882741
2.37,2.9,2.66,1.35,2.4,1.92,2.0,-8.205715895260207,-4.9035098213495925,-6.264359752688032,0.028457021700577206,0.7732489181634766,0.19829406013594617
0.0,0.7,0.0,0.59,0.25,0.4,1.0,8.023473035553186,8.763073685936297,6.61520227629576,0.29943127507642575,0.6273380663359268,0.07323065858764738
0.98,1.74,1.11,0.69,1.43,1.44,2.0,-3.2797109815128564,0.6067505887794001,-3.4347152883407213,0.019764980111392903,0.9633080638401914,0.01692695604841568
1.76,1.91,1.98,1.3,1.62,1.7,2.0,-5.352403073530251,-3.8794648642457448,-4.565906196986681,0.13231496578574206,0.5771622334129028,0.29052280080135506
0.48,1.25,0.53,0.49,0.85,1.43,2.0,0.13365856407332544,4.024270089201536,-1.9724587938590687,0.019975025021571086,0.977593822571759,0.0024311524066700104
0.0,1.03,0.0,0.31,0.4,0.8,2.0,6.29666711536089,11.365745875401053,2.6062441199689674,0.006247941359664997,0.9935961010192508,0.0001559576210841881
0.96,1.14,0.99,0.44,0.91,1.43,2.0,-1.2503636224566548,2.8223976083959275,-2.1561896695812246,0.016632546889397335,0.9766444470520909,0.006723006058511802
0.72,1.21,0.83,0.66,0.6,0.8,2.0,-0.7547828698937862,1.589896307013308,1.5968274101053288,0.04559465771462688,0.47554890730853655,0.47885643497683655
0.89,1.51,0.9,0.93,0.6,0.88,3.0,-2.351019887421354,-0.14779401120772215,1.1710383684037946,0.022774783432362437,0.20620685393888818,0.7710183626287493
0.89,1.3,0.94,0.88,0.56,1.2,2.0,-1.6522101755455607,-0.016648602872246662,-0.06527499045245788,0.09073519095909027,0.46568379275313015,0.4435810162877796
1.15,2.47,1.65,0.71,1.12,2.0,2.0,-5.388960148478271,-0.6252422072280046,-4.306239299882383,0.008255355258013056,0.9673690367328551,0.024375608009131914
0.48,1.84,0.62,1.05,1.04,1.69,3.0,-1.679258339051168,0.28670248904031426,-3.3041628864825308,0.11992274412391622,0.8564608132930365,0.02361644258304733
0.17,1.55,0.23,1.29,0.64,1.69,1.0,1.4241235203888398,1.679469137851831,-2.0077628209115534,0.4304345442854953,0.5556512692974999,0.013914186417004823
0.0,1.21,0.0,0.52,1.04,1.2,2.0,5.5576195929168355,9.297934283697135,-1.704906109556668,0.023195429543394857,0.97678830270314,1.6267753465021622e-05
0.31,1.37,0.34,0.99,0.24,1.1,3.0,0.7484823538981253,2.032053175004228,2.324821200146016,0.10585685652261506,0.3820909206384241,0.5120522228389609
2.18,2.51,2.45,1.37,1.28,2.47,2.0,-7.269277435572059,-4.73459208146423,-5.685779992042982,0.05409959352092255,0.6823290547499125,0.26357135172916507
0.0,1.39,0.0,0.8,0.5,0.96,2.0,4.913874679195298,7.434557857271268,1.241132330678093,0.0742804239379257,0.9238323555931366,0.0018872204689377313
0.0,0.88,0.0,0.46,0.7,0.6,2.0,7.008768815569734,9.806847755246848,2.452805373636292,0.057393452328971604,0.9420036653252203,0.0006028823458081415
2.01,0.66,3.57,0.33,0.3,0.52,3.0,-0.8678796139551239,0.31927536527320743,5.139051200337464,0.0024359803758628503,0.007984516854173222,0.9895795027699639
0.29,1.2,0.32,0.94,0.44,0.8,1.0,1.5130042972378794,2.4063981373477623,2.375360996560582,0.17205352925290676,0.4203969925067291,0.4075494782403641
0.92,1.81,1.09,0.81,1.49,1.7,2.0,-3.294924092181232,-0.05030652401410801,-4.330135373207016,0.037027369577570524,0.9498223106388054,0.013150319783624105
1.12,3.22,1.22,1.88,1.16,2.3,2.0,-6.596376490877482,-4.248379433327058,-5.07067884965966,0.062255107084359565,0.6514740932794307,0.28627079963620966
1.33,1.88,1.49,0.8,1.05,2.08,2.0,-4.488507556347667,-0.8643994704072893,-4.315910211130465,0.025201830909556758,0.9448486282900566,0.029949540800386726
0.5,1.26,0.71,0.77,0.45,0.6,3.0,-0.004946627441831497,1.3284734306144963,3.5768857219605232,0.024549919644640174,0.09314231936450938,0.8823077609908504
1.09,2.51,1.33,1.14,1.2,2.73,2.0,-5.318611028043325,-2.1485802309001754,-5.988476351678204,0.039494478467557645,0.9402931361780924,0.02021238535434999
1.6,2.79,1.68,1.42,1.6,2.24,2.0,-6.898167263808215,-3.8233917672029065,-5.842639400034563,0.039187235495062596,0.8482085738252805,0.11260419067965688
1.36,0.92,1.76,0.47,0.48,0.72,3.0,-1.2343224436416342,0.9488651275923767,2.6264362199442077,0.01742891298804699,0.15467375069162065,0.8278973363203322
1.7,2.83,1.89,1.9,0.68,1.69,3.0,-7.138372109851238,-5.53013981900893,-2.1656940213678197,0.00664862245616238,0.033203057816982656,0.960148319726855
0.83,1.81,0.94,0.87,0.92,2.21,2.0,-3.017804131788186,0.03463389796369887,-4.24564550455705,0.04452397162685312,0.9424338791635215,0.013042149209625415
0.72,1.14,0.99,0.44,0.84,0.88,2.0,-0.4802040819132125,2.8223976083959275,0.2866397477418599,0.032963885249721055,0.8960661748664892,0.07096993988378966
0.88,2.05,1.08,0.69,0.88,1.44,2.0,-3.7667310887452987,0.6820683521726292,-2.0983039601751305,0.010889921737582929,0.9313519043579339,0.05775817390448334
1.58,1.88,1.84,0.9,0.92,2.08,2.0,-4.971865603777722,-1.9880639192257106,-3.956032265893528,0.042508928292597725,0.8400957016572291,0.1173953700501732
0.97,2.31,1.09,0.95,0.92,1.8,2.0,-4.601109682934263,-0.7658107422174747,-3.2686773127505133,0.019570421342691355,0.9062527602190725,0.07417681843823604
0.1,0.78,0.12,0.44,0.31,0.5,2.0,5.467480594851725,7.623313895008411,5.228922476681304,0.09594308777749966,0.8284765068156978,0.07558040540680255
0.0,1.17,0.0,0.5,0.39,1.04,2.0,5.712670776629637,9.461883397812091,1.4849083516003732,0.022987343186178906,0.9766773866646912,0.0003352701491300025
1.43,0.85,1.55,0.34,0.84,1.17,2.0,-1.0193367342752793,2.6025768966116827,-1.009458291198237,0.025368468153024903,0.9490112208658027,0.025620310981172487
0.54,0.92,0.81,0.43,0.65,0.72,2.0,1.2398481714043599,3.4573234005935713,1.8553009109745342,0.08309369120553908,0.7631419150053275,0.1537643937891336
