TRAIN_COST,TRAIN_TT,SM_COST,SM_TT,CAR_COST,CAR_TT,CHOICE,v_1,v_2,v_3,p_1,p_2,p_3
0.0,1.0,0.0,0.54,0.4,0.8,2.0,-3.0,-1.62,-3.2,0.17260328828477464,0.6860810915140959,0.14131562020112953
0.64,1.28,0.84,0.5,0.6,1.3,2.0,-5.12,-3.1799999999999997,-5.1000000000000005,0.11137156824102186,0.7750070085986064,0.11362142316037173
1.46,4.75,1.61,4.06,2.2,4.29,2.0,-17.17,-15.4,-17.270000000000003,0.12860593719170194,0.7550265986556639,0.11636746415263419
0.6,1.06,0.74,0.34,0.6,0.88,1.0,-4.38,-2.5,-3.84,0.10788054751258397,0.7069956926595622,0.18512375982785376
1.84,0.57,2.65,0.35,0.91,0.78,1.0,-5.390000000000001,-6.35,-4.16,0.2081545622912278,0.07970090108457452,0.7121445366241976
0.62,1.8,0.8,0.75,0.97,1.4,2.0,-6.640000000000001,-3.85,-6.139999999999999,0.05282692437105462,0.8600762017527204,0.0870968738762249
0.79,1.89,1.05,1.45,0.88,2.0,1.0,-7.25,-6.449999999999999,-7.76,0.2613670826430387,0.5816831397827563,0.15694977757420492
0.87,1.91,1.05,1.03,0.92,2.6,2.0,-7.47,-5.1899999999999995,-9.64,0.09182013001843374,0.8976960663516184,0.010483803629947917
0.4,0.54,0.5,0.3,0.3,0.52,3.0,-2.42,-1.9,-2.16,0.25132209645273634,0.4227307152137929,0.32594718833347075
1.31,2.47,1.5,0.8,1.25,2.86,2.0,-10.030000000000001,-5.4,-11.08,0.009627974871907233,0.9870028332729189,0.0033691918551739856
0.72,1.21,0.83,0.66,0.6,0.8,3.0,-5.07,-3.6399999999999997,-3.6000000000000005,0.10495454366619328,0.43857346680659515,0.4564719895272116
2.62,2.01,3.01,0.93,1.04,2.0,3.0,-11.27,-8.809999999999999,-8.08,0.027031966583339864,0.3164040744130535,0.6565639590036066
0.84,0.92,1.11,0.41,0.65,0.9,2.0,-4.44,-3.45,-4.0,0.1906962470125954,0.5132083137079269,0.29609543927947773
1.06,2.3,1.16,1.12,1.1,1.36,3.0,-9.02,-5.68,-6.28,0.022368306249368086,0.6312140682363012,0.34641762551433075
0.38,0.9,0.46,0.89,0.4,0.8,2.0,-3.46,-3.59,-3.2,0.31495809859197726,0.27656326730504294,0.40847863410297974
0.0,0.54,0.0,0.23,0.39,0.48,2.0,-1.62,-0.6900000000000001,-2.2199999999999998,0.2448987100504026,0.6206980282095192,0.1344032617400781
1.61,0.74,2.86,0.29,0.39,0.48,3.0,-5.4399999999999995,-6.59,-2.2199999999999998,0.03795821695644034,0.012018967188476462,0.9500228158550832
0.72,1.13,0.94,0.48,0.4,1.04,2.0,-4.83,-3.32,-3.92,0.12482753005056071,0.565060624258061,0.31011184569137834
0.74,1.3,0.81,0.92,0.7,1.56,1.0,-5.380000000000001,-4.380000000000001,-6.08,0.23725540298729828,0.6449270506441007,0.11781754636860087
0.81,1.76,1.18,1.13,1.23,1.2,3.0,-6.9,-5.75,-6.06,0.1544506526365729,0.48778495605378186,0.35776439130964516
0.49,1.73,0.57,0.65,1.0,1.36,1.0,-6.17,-3.09,-6.08,0.041924191814571556,0.9122034356367997,0.04587237254862867
0.4,0.59,0.45,0.41,0.15,0.52,3.0,-2.5700000000000003,-2.13,-1.86,0.21802174374008526,0.3385239352976592,0.44345432096225545
1.1,2.38,1.18,0.81,1.15,1.7,2.0,-9.34,-4.79,-7.3999999999999995,0.009747428598759775,0.9224226431784032,0.06782992822283712
0.5,0.91,0.84,0.63,0.78,0.8,1.0,-3.73,-3.5700000000000003,-3.9600000000000004,0.3369221751661991,0.3953818352357415,0.2676959895980594
2.59,1.12,3.46,0.61,0.58,0.6,3.0,-8.54,-8.75,-2.96,0.0037469716502227415,0.0030372361897674665,0.9932157921600098
1.3,1.04,1.47,0.59,0.71,0.72,2.0,-5.720000000000001,-4.71,-3.58,0.08166572838852675,0.22422150675563499,0.6941127648558383
1.76,1.57,1.76,0.99,1.04,1.28,3.0,-8.23,-6.49,-5.92,0.05962400597051391,0.33969843824946305,0.600677555780023
0.36,1.38,0.42,0.83,0.6,0.96,3.0,-4.859999999999999,-3.3299999999999996,-4.08,0.12821089625229828,0.5921005894386457,0.27968851430905584
0.98,2.3,1.4,1.14,1.95,1.68,2.0,-8.86,-6.22,-8.94,0.0627497441616975,0.8793249412710602,0.057925314567242314
1.46,3.36,1.74,0.95,2.21,2.16,2.0,-13.0,-6.33,-10.9,0.0012538213742545367,0.9885072602435738,0.010238918382171617
0.68,1.3,0.76,0.59,0.68,1.1,2.0,-5.260000000000001,-3.29,-4.66,0.10007209905791818,0.7175846478541076,0.18234325308797414
1.14,1.93,1.39,0.79,0.96,2.34,2.0,-8.07,-5.15,-8.94,0.05009960048821954,0.9289110942705531,0.020989305241227364
0.0,2.17,0.0,1.09,0.5,1.8,2.0,-6.51,-3.2700000000000005,-6.4,0.036166365518594444,0.9234619137647986,0.040371720716606836
0.7,1.38,0.92,1.05,1.3,1.12,2.0,-5.539999999999999,-4.99,-5.960000000000001,0.2949591622797537,0.5112388581690213,0.19380197955122508
1.33,1.71,1.44,0.75,1.75,2.21,1.0,-7.79,-5.13,-10.129999999999999,0.06496621185936637,0.928775746387439,0.006258041753194615
0.85,1.88,1.05,0.88,1.43,2.21,2.0,-7.34,-4.74,-9.49,0.06858606040280522,0.9234247501161718,0.007989189481022953
0.4,1.02,0.63,0.46,0.4,0.6,3.0,-3.8600000000000003,-2.64,-2.5999999999999996,0.1263805619703405,0.4280746892741084,0.445544748755551
1.01,3.17,1.46,1.35,1.6,2.73,2.0,-11.53,-6.970000000000001,-11.39,0.010231879600130897,0.9779986573827768,0.01176946301709232
2.35,0.74,2.82,0.45,0.24,0.6,3.0,-6.92,-6.99,-2.28,0.009480763120823762,0.008839804941848304,0.981679431937328
1.52,2.39,1.81,2.05,0.85,1.5,2.0,-10.21,-9.77,-6.2,0.017331149350496473,0.02691020070161396,0.9557586499478896
0.8,1.25,0.9,0.55,0.97,0.88,2.0,-5.35,-3.45,-4.58,0.10156758706906809,0.6790701659007977,0.21936224703013427
0.82,1.05,0.84,0.59,0.84,1.3,2.0,-4.79,-3.45,-5.58,0.18964938056377492,0.7242792351388331,0.08607138429739201
0.0,1.97,0.0,1.03,0.65,1.44,2.0,-5.91,-3.09,-5.62,0.05231964876041698,0.8777589344723239,0.06992141676725908
0.53,0.63,0.53,0.29,0.3,0.45,2.0,-2.95,-1.93,-1.9500000000000002,0.1540481561879419,0.42720554013875495,0.4187463036733033
0.5,1.41,0.74,0.71,0.28,0.78,1.0,-5.2299999999999995,-3.61,-2.9,0.06123311798109351,0.30941647552327634,0.6293504064956302
0.45,1.37,0.49,1.16,0.8,1.69,2.0,-5.010000000000001,-4.459999999999999,-6.67,0.34206839202363853,0.5928910727920197,0.06504053518434177
0.29,1.02,0.32,0.46,0.32,0.48,2.0,-3.64,-2.02,-2.08,0.0924905826590582,0.467363267607837,0.44014614973310495
1.06,1.57,1.4,0.72,1.05,1.36,2.0,-6.83,-4.96,-6.18,0.10633956923355983,0.6899626441598062,0.20369778660663387
0.85,1.18,1.05,0.82,1.44,0.8,1.0,-5.24,-4.5600000000000005,-5.28,0.25415110260738205,0.501663202058527,0.24418569533409112
1.76,2.86,2.25,2.3,0.92,1.36,3.0,-12.1,-11.399999999999999,-5.92,0.002057588998149028,0.004143475415884075,0.9937989355859669
1.08,2.06,1.28,0.59,0.95,1.36,2.0,-8.34,-4.33,-5.98,0.014984007116111621,0.8263211009542281,0.15869489192966038
1.52,2.37,1.84,1.44,1.1,2.08,3.0,-10.15,-8.0,-8.440000000000001,0.06616461015704063,0.5680138091026722,0.3658215807402872
1.63,1.86,1.81,1.08,0.84,1.82,3.0,-8.84,-6.86,-7.14,0.0729038837010522,0.5280240922667898,0.3990720240321579
0.72,1.25,0.86,0.55,0.97,1.56,2.0,-5.1899999999999995,-3.37,-6.619999999999999,0.13493150940847792,0.8327781764982561,0.03229031409326589
0.85,1.73,0.88,1.15,0.56,1.08,3.0,-6.89,-5.21,-4.36,0.05285674280799764,0.2836058119875101,0.6635374452044923
0.45,1.18,0.65,0.53,0.22,0.56,1.0,-4.44,-2.89,-2.12,0.06294397339393042,0.29655865381928814,0.6404973727867815
0.0,1.67,0.0,0.99,1.95,1.04,2.0,-5.01,-2.9699999999999998,-7.02,0.11331961119696485,0.8714968442847695,0.015183544518265596
0.77,4.01,0.86,2.36,1.62,1.52,3.0,-13.57,-8.8,-7.800000000000001,0.0022755356218704887,0.26832943558547123,0.7293950287926583
1.08,2.3,1.12,1.17,2.01,1.52,2.0,-9.059999999999999,-5.75,-8.58,0.033332000193213265,0.9128010075206462,0.053866992286140454
2.11,1.69,2.18,1.33,0.84,1.6,2.0,-9.29,-8.350000000000001,-6.48,0.049578828749342656,0.126920880340846,0.8235002909098114
0.25,0.82,0.32,0.31,0.26,0.7,3.0,-2.96,-1.5699999999999998,-2.6199999999999997,0.15576814963996413,0.6253857638368188,0.218846086523217
0.44,2.05,0.52,0.61,1.04,1.4,2.0,-7.029999999999999,-2.87,-6.279999999999999,0.014883494398397283,0.953608147712941,0.0315083578886617
2.7,0.57,3.9,0.35,0.52,0.78,3.0,-7.11,-8.85,-3.38,0.02333470230622808,0.0040957162970675165,0.9725695813967044
0.0,0.91,0.0,0.47,0.3,0.91,1.0,-2.73,-1.41,-3.33,0.18895615470379165,0.7073425088831844,0.10370133641302384
0.68,1.34,0.81,0.98,0.5,1.1,3.0,-5.380000000000001,-4.5600000000000005,-4.300000000000001,0.1608964017731414,0.3653152540854664,0.4737883441413922
1.38,1.49,1.67,1.06,1.17,1.2,2.0,-7.2299999999999995,-6.52,-5.9399999999999995,0.14999749921770336,0.30509360222768145,0.5449088985546152
0.61,1.3,0.84,0.52,0.85,1.43,2.0,-5.12,-3.24,-5.99,0.12543185542729487,0.822018274416434,0.05254987015627105
0.22,1.16,0.32,0.46,0.4,0.78,1.0,-3.9199999999999995,-2.02,-3.1399999999999997,0.10134416097172097,0.6775763625982845,0.22107947642999448
1.03,1.59,1.06,0.8,0.65,1.1,3.0,-6.83,-4.5200000000000005,-4.6000000000000005,0.04908146315527091,0.494467502515602,0.4564510343291271
0.46,1.68,0.5,1.2,0.78,0.88,2.0,-5.96,-4.6,-4.2,0.09338262083826078,0.363836741814114,0.5427806373476253
0.6,1.85,0.66,0.96,0.6,1.2,2.0,-6.750000000000001,-4.2,-4.8,0.0479943373671748,0.6146684596415506,0.33733720299127457
1.32,2.15,1.53,1.41,0.64,0.96,3.0,-9.09,-7.289999999999999,-4.16,0.006876200078066645,0.04159858636707201,0.9515252135548614
0.89,1.71,1.18,0.69,0.72,1.04,2.0,-6.91,-4.43,-4.5600000000000005,0.04268609210762149,0.5097259128217702,0.44758799507060837
0.5,2.12,0.5,1.28,0.78,0.96,3.0,-7.36,-4.84,-4.4399999999999995,0.03127943774029587,0.3887595155376229,0.5799610467220813
2.1,2.0,2.37,0.81,1.36,1.52,2.0,-10.2,-7.17,-7.280000000000001,0.024851808634583816,0.5143636635769793,0.46078452778843704
1.06,1.64,1.18,0.56,1.05,2.21,2.0,-7.04,-4.04,-8.73,0.04701444974926476,0.9443104663622086,0.008675083888526645
0.56,2.52,0.66,1.63,1.23,2.21,3.0,-8.68,-6.21,-9.09,0.07415043748037478,0.876639606138057,0.049209956381568234
1.63,1.33,1.96,1.23,0.5,1.17,3.0,-7.25,-7.609999999999999,-4.51,0.058191428706059554,0.04059878218846799,0.9012097891054724
0.19,0.99,0.23,0.77,0.52,0.56,2.0,-3.3499999999999996,-2.77,-2.72,0.21442436981270788,0.3829701649748621,0.40260546521242996
1.12,2.76,1.27,1.74,1.16,2.99,2.0,-10.52,-7.76,-11.290000000000001,0.05792784224348751,0.9152508097787067,0.026821347977805884
0.75,1.29,0.83,0.94,0.52,1.3,3.0,-5.37,-4.4799999999999995,-4.94,0.20111064662468653,0.4897304987858544,0.3091588545894591
1.62,1.86,1.81,1.1,0.85,1.12,3.0,-8.82,-6.92,-5.0600000000000005,0.019749450406061467,0.13204274070795646,0.848207808885982
0.58,0.91,0.68,0.45,0.48,1.17,1.0,-3.8899999999999997,-2.71,-4.47,0.20771570067400447,0.6759846178086326,0.11629968151736307
0.83,2.0,1.08,0.5,1.4,1.2,2.0,-7.66,-3.66,-6.3999999999999995,0.01691372788014178,0.9234582524197554,0.0596280197001028
0.64,2.24,0.78,0.71,1.69,2.2,2.0,-8.0,-3.69,-9.98,0.01323126590546199,0.9849419033023132,0.0018268307922247558
0.26,0.54,0.32,0.32,0.32,0.52,2.0,-2.14,-1.6,-2.2,0.27339051345764415,0.4691399971495593,0.2574694893927965
0.42,1.2,0.46,0.81,0.65,1.43,2.0,-4.4399999999999995,-3.35,-5.59,0.2330507523543389,0.6931568103188255,0.07379243732683562
0.0,2.31,0.0,1.23,0.6,1.68,2.0,-6.93,-3.69,-6.24,0.03505397243236554,0.8950583782273526,0.06988764934028194
2.95,0.69,3.2,0.34,0.52,0.48,3.0,-7.970000000000001,-7.42,-2.48,0.004081791595096683,0.0070747776005071,0.9888434308043962
1.76,1.69,1.89,1.3,1.36,1.6,2.0,-8.59,-7.68,-7.520000000000001,0.15625727491482802,0.3881934690762133,0.4555492560089587
0.86,2.42,1.08,1.66,1.5,2.16,2.0,-8.98,-7.14,-9.48,0.12653312403435987,0.7967206567695793,0.07674621919606077
1.7,1.88,1.94,0.8,1.35,1.6,2.0,-9.04,-6.28,-7.500000000000001,0.04658869814010451,0.7360941137775617,0.21731718808233372
2.62,2.29,3.57,1.12,1.88,2.3,2.0,-12.11,-10.5,-10.66,0.097409627249801,0.4873219769043887,0.41526839584581027
0.63,1.03,0.71,0.9,0.44,1.17,1.0,-4.35,-4.12,-4.39,0.31061790311986304,0.3909436959509331,0.2984384009292039
2.03,2.02,2.1,1.44,0.88,1.28,3.0,-10.120000000000001,-8.52,-5.6,0.010226137700093021,0.05065039160489009,0.9391234706950168
1.26,2.24,1.68,0.8,0.88,2.47,2.0,-9.24,-5.76,-9.17,0.028958453958932262,0.9399833672536393,0.031058178787428413
0.78,1.19,0.84,0.61,0.56,0.96,2.0,-5.13,-3.51,-4.0,0.10930458783446295,0.5523259543423295,0.3383694578232076
0.65,1.12,0.74,0.61,0.78,0.72,2.0,-4.66,-3.31,-3.72,0.13481800403728417,0.5200504107710278,0.34513158519168813
0.8,1.46,1.06,0.49,1.04,1.43,3.0,-5.98,-3.59,-6.37,0.07942464269370011,0.8668003569659697,0.053775000340330115
0.76,1.75,0.81,1.46,0.95,1.82,2.0,-6.77,-6.0,-7.359999999999999,0.26924469985175387,0.581505616750266,0.14924968339798006
1.66,1.86,1.89,0.78,1.2,1.84,2.0,-8.9,-6.119999999999999,-7.92,0.05054723142944997,0.8147718822761013,0.13468088629444885
0.54,1.54,0.71,0.74,0.65,1.3,3.0,-5.7,-3.6399999999999997,-5.2,0.09528627305749558,0.747613221746871,0.1571005051956335
0.34,0.97,0.42,0.55,0.45,0.9,2.0,-3.5900000000000003,-2.49,-3.6,0.20023163365257776,0.6015290707383633,0.19823929560905895
1.1,2.09,1.46,1.13,1.43,1.6,3.0,-8.469999999999999,-6.31,-7.66,0.08389933470955015,0.7275026807200098,0.18859798457044005
0.79,1.5,0.9,0.56,0.84,2.21,2.0,-6.08,-3.4800000000000004,-8.31,0.06862821446526646,0.9239923013702608,0.0073794841644727535
2.21,2.25,2.25,1.39,1.05,1.6,3.0,-11.17,-8.67,-6.9,0.01180579984658775,0.14382408533232927,0.8443701148210829
2.94,2.57,3.49,0.95,1.48,3.2,2.0,-13.59,-9.83,-12.560000000000002,0.02139060685387039,0.9186928951042734,0.05991649804185617
1.43,0.92,1.55,0.34,0.48,0.72,2.0,-5.62,-4.12,-3.12,0.05661173224047129,0.25371618163502524,0.6896720861245036
2.52,2.45,2.66,1.61,1.82,2.73,3.0,-12.39,-10.15,-11.83,0.08234516535721469,0.7734954181195743,0.144159416523211
0.17,2.06,0.25,1.33,0.64,1.04,3.0,-6.52,-4.49,-4.4,0.05901367896113434,0.44933524795939345,0.4916510730794723
0.6,1.92,0.72,1.12,0.75,1.82,1.0,-6.96,-4.800000000000001,-6.96,0.09371072063782103,0.8125785587243578,0.09371072063782103
0.64,1.28,0.76,0.83,0.97,1.56,2.0,-5.12,-4.01,-6.619999999999999,0.23488025562001427,0.7127108753277878,0.052408869052197965
0.36,1.69,0.42,0.72,0.91,1.1,2.0,-5.79,-3.0,-5.12,0.0519878675723136,0.8464155013975923,0.10159663103009417
0.72,0.99,0.78,0.41,0.4,0.64,2.0,-4.41,-2.79,-2.7199999999999998,0.08716442008586928,0.44044968708481114,0.4723858928293197
1.13,2.25,1.5,0.89,1.04,2.21,2.0,-9.01,-5.67,-8.71,0.03271289456351882,0.9231293165886102,0.04415778884787099
0.0,0.51,0.0,0.28,0.39,0.4,3.0,-1.53,-0.8400000000000001,-1.9800000000000002,0.27538015863602183,0.5490296998195808,0.17559014154439728
1.26,1.94,1.68,0.95,1.25,1.6,2.0,-8.34,-6.209999999999999,-7.300000000000001,0.08167209684513417,0.6872598171628441,0.23106808599202172
0.64,1.62,0.76,1.11,0.84,1.3,1.0,-6.140000000000001,-4.85,-5.58,0.15665487805587286,0.5690937348944711,0.2742513870496559
1.54,2.92,2.1,0.92,1.04,2.86,2.0,-11.84,-6.960000000000001,-10.66,0.007359161936188272,0.968691371303793,0.023949466760018707
0.83,1.91,0.97,1.05,0.88,2.08,3.0,-7.39,-5.09,-8.0,0.08682414644512804,0.86599987812726,0.04717597542761195
0.66,2.12,0.86,1.28,1.24,1.92,2.0,-7.680000000000001,-5.56,-8.24,0.10098616472323252,0.8413296226635276,0.05768421261323988
0.48,1.25,0.56,0.57,0.32,0.56,1.0,-4.71,-2.83,-2.3200000000000003,0.05415065060363914,0.3548765520217631,0.5909727973745977
0.54,1.9,0.62,1.09,1.0,2.08,2.0,-6.779999999999999,-4.510000000000001,-8.24,0.09164527667678665,0.8870713656712184,0.021283357651994964
0.14,1.78,0.19,1.27,1.23,1.3,2.0,-5.62,-4.19,-6.36,0.17680923697492454,0.7388326156716828,0.08435814735339267
1.62,1.5,1.98,1.13,0.68,1.12,3.0,-7.74,-7.35,-4.720000000000001,0.04353832013071739,0.06430526263098364,0.892156417238299
0.6,1.58,0.6,0.56,0.4,1.0,3.0,-5.94,-2.88,-3.8,0.032439101079511416,0.6918467825580485,0.27571411636244
1.56,1.15,1.94,0.75,0.65,0.72,3.0,-6.57,-6.13,-3.46,0.04004204155009225,0.06217356695875911,0.8977843914911486
0.0,1.2,0.0,0.49,1.3,0.6,2.0,-3.5999999999999996,-1.47,-4.4,0.10137673894083857,0.8530717559652924,0.04555150509386896
0.0,1.03,0.0,0.34,0.52,0.75,2.0,-3.09,-1.02,-3.29,0.10263195680415652,0.8133401039117095,0.08402793928413396
0.34,0.68,0.4,0.36,0.26,0.4,2.0,-2.72,-1.8800000000000001,-1.7200000000000002,0.16570972599625983,0.38384453702917953,0.4504457369745606
0.91,1.44,1.03,0.89,0.64,1.56,1.0,-6.140000000000001,-4.73,-5.96,0.15890235926989194,0.6508569771711735,0.19024066355893465
1.84,2.06,2.18,1.15,1.43,2.1,3.0,-9.86,-7.8100000000000005,-9.16,0.09275014921385799,0.7204739866884449,0.1867758640976971
0.96,1.2,1.03,0.51,0.84,0.88,2.0,-5.52,-3.59,-4.32,0.08920903303395954,0.6146065467290279,0.2961844202370125
2.18,2.65,2.45,1.56,0.92,2.86,3.0,-12.309999999999999,-9.58,-10.42,0.043568702485246316,0.6680339928102309,0.28839730470452285
0.53,2.56,0.57,1.86,1.49,1.36,3.0,-8.74,-6.72,-7.0600000000000005,0.07192236519056566,0.5421741588039797,0.38590347600545477
0.71,1.3,0.78,0.67,0.52,0.9,3.0,-5.32,-3.5700000000000003,-3.74,0.08613591990589667,0.4956779951906883,0.4181860849034152
0.8,1.14,0.91,0.44,0.97,1.2,1.0,-5.02,-3.14,-5.539999999999999,0.12272912143264893,0.8043058940413121,0.072964984526039
2.84,2.6,3.66,1.43,1.95,2.5,2.0,-13.48,-11.61,-11.4,0.06454625625312116,0.41879524203456386,0.516658501712315
0.78,1.91,0.9,0.81,1.15,1.2,2.0,-7.289999999999999,-4.23,-5.8999999999999995,0.03796160281926611,0.8096282540900586,0.15241014309067533
0.67,2.03,1.12,0.69,0.9,1.69,2.0,-7.43,-4.3100000000000005,-6.87,0.039374648457264294,0.8916932372797769,0.06893211426295888
0.98,1.59,1.11,0.69,1.1,2.34,2.0,-6.73,-4.29,-9.219999999999999,0.0796435111244694,0.9137532480302714,0.006603240845259163
0.22,0.82,0.28,0.38,0.4,0.7,2.0,-2.9,-1.7000000000000002,-2.8999999999999995,0.187965793707711,0.624068412584578,0.18796579370771108
0.82,1.42,1.05,0.72,0.97,1.1,2.0,-5.8999999999999995,-4.26,-5.24,0.12360997727272797,0.6372303862443889,0.23915963648288324
0.74,0.85,1.16,0.39,0.24,0.48,3.0,-4.029999999999999,-3.4899999999999998,-1.92,0.09120552422838109,0.15650930544506925,0.7522851703265496
0.97,1.75,1.33,0.86,0.92,1.44,1.0,-7.1899999999999995,-5.24,-6.16,0.09233820583470534,0.6490164005642907,0.2586453936010041
2.2,3.53,2.81,1.22,1.28,2.0,2.0,-14.99,-9.280000000000001,-8.56,0.0010833707807809247,0.3270382949406979,0.6718783342785212
1.08,2.28,1.27,1.19,1.23,1.2,2.0,-9.0,-6.109999999999999,-6.06,0.026378851649287983,0.474642844659005,0.49897830369170704
0.94,2.48,1.05,1.03,1.82,1.9,2.0,-9.32,-5.1899999999999995,-9.34,0.015586491233469254,0.9691356507379768,0.01527785802855394
0.23,1.79,0.25,1.68,0.44,1.0,3.0,-5.83,-5.54,-3.88,0.1067792539305034,0.14270273010357667,0.7505180159659198
1.98,2.03,2.37,0.89,1.0,2.47,2.0,-10.05,-7.41,-9.41,0.059137708971832625,0.8287087567171859,0.1121535343109815
1.84,2.48,2.54,1.4,1.35,1.8,2.0,-11.12,-9.28,-8.100000000000001,0.03598697710369549,0.22659337823210887,0.7374196446641955
0.0,1.41,0.0,0.62,1.5,0.8,2.0,-4.2299999999999995,-1.8599999999999999,-5.4,0.08327948464245145,0.8908733164389049,0.02584719891864357
0.36,1.25,0.42,0.49,0.7,0.96,2.0,-4.47,-2.31,-4.279999999999999,0.09190849337071667,0.79695119799946,0.11114030862982335
0.62,1.82,0.86,0.71,1.28,2.0,2.0,-6.7,-3.8499999999999996,-8.56,0.0542197776222379,0.9373396869773404,0.00844053540042165
0.77,1.42,0.98,0.99,0.97,0.96,3.0,-5.8,-4.93,-4.82,0.16525191485264315,0.3944415891274436,0.4403064960199134
0.34,1.42,0.53,1.13,0.84,0.88,1.0,-4.9399999999999995,-4.449999999999999,-4.32,0.22265544728997597,0.3634440980728478,0.4139004546371761
0.0,1.14,0.0,0.7,1.04,1.1,2.0,-3.42,-2.0999999999999996,-5.380000000000001,0.20473847554192806,0.7664223860914539,0.028839138366617955
0.48,1.12,0.52,0.63,0.65,1.17,2.0,-4.32,-2.93,-4.81,0.17769954426043988,0.7134370246910727,0.10886343104848739
0.47,1.18,0.98,0.6,0.45,0.91,3.0,-4.48,-3.76,-3.63,0.1853884236793426,0.38086813447576146,0.433743441844896
0.88,1.5,1.22,0.56,0.64,1.36,2.0,-6.26,-4.12,-5.36,0.08361874683239842,0.7107123233075892,0.20566892986001237
1.56,1.21,1.69,0.48,0.71,0.72,3.0,-6.75,-4.82,-3.58,0.03154873238558659,0.21735531487940618,0.7510959527350073
0.52,1.81,0.64,1.38,0.85,1.5,2.0,-6.47,-5.42,-6.2,0.1935128468221002,0.5529922030807604,0.25349495009713946
0.47,2.44,0.56,1.25,1.04,1.3,3.0,-8.26,-4.87,-5.98,0.024726382377600657,0.7335316794327903,0.24174193818960893
1.06,1.64,1.4,0.64,1.36,1.7,2.0,-7.04,-4.72,-7.82,0.08595436619998545,0.8746436356360107,0.039401998164003846
2.02,2.62,2.93,0.86,1.36,2.4,2.0,-11.9,-8.440000000000001,-9.92,0.0249627309548255,0.7942386245316504,0.18079864451352412
0.67,3.08,0.8,1.5,1.5,2.16,2.0,-10.58,-6.1,-9.48,0.01084142010131746,0.9565891539789748,0.032569425919707795
0.6,1.54,0.76,0.77,0.84,1.3,2.0,-5.82,-3.83,-5.58,0.10431027896568511,0.763085367529399,0.13260435350491592
2.84,2.67,3.74,1.4,1.6,2.0,3.0,-13.69,-11.68,-9.2,0.010247501422781458,0.07648035513532297,0.9132721434418956
1.28,1.21,1.53,0.88,0.5,1.0,3.0,-6.1899999999999995,-5.7,-4.0,0.0864488838601161,0.14111191532190615,0.7724392008179778
1.26,1.97,1.46,0.68,1.3,2.6,2.0,-8.43,-4.96,-10.4,0.030051508916491682,0.9657576021254959,0.004190888958012499
0.64,2.98,0.72,2.09,1.69,1.8,2.0,-10.219999999999999,-7.709999999999999,-8.780000000000001,0.05705930315923481,0.7021107346758451,0.24082996216492003
0.7,1.06,0.83,0.41,0.36,0.8,3.0,-4.58,-2.8899999999999997,-3.12,0.09323626613281422,0.505292145325265,0.4014715885419208
1.03,10.22,1.23,7.96,1.04,1.6,3.0,-32.720000000000006,-26.34,-6.880000000000001,5.9955714940552554e-12,3.5369537475904992e-09,0.9999999964570506
0.92,1.55,1.05,1.13,3.12,1.5,2.0,-6.49,-5.49,-10.74,0.267913639454343,0.7282647777250689,0.0038215828205880402
1.09,2.93,1.27,1.91,1.0,2.86,2.0,-10.97,-8.27,-10.58,0.05761459717209753,0.8572897493574292,0.0850956534704733
1.55,1.82,1.94,1.2,1.23,1.69,2.0,-8.56,-7.4799999999999995,-7.53,0.14824158678005805,0.4365239692087427,0.4152344440111994
